"trial","tau","sim","rew_arm1","rew_arm2","estmu_arm1","estmu_arm2","exploit_choice","choice","rew_obs"
18,2,21,5,-17,7.25,-12,1,1,5
19,2,21,25,8,7.11764705882353,-12,1,1,25
20,2,21,-13,-8,8.11111111111111,-12,1,1,-13
21,2,21,-23,-9,7,-12,1,1,-23
22,2,21,3,-18,5.5,-12,1,1,3
23,2,21,14,3,5.38095238095238,-12,1,1,14
24,2,21,-9,10,5.77272727272727,-12,1,1,-9
25,2,21,-25,-5,5.1304347826087,-12,1,1,-25
1,2,22,34,21,NA,NA,NA,1,34
2,2,22,17,2,34,NA,NA,1,17
3,2,22,16,17,25.5,NA,NA,2,17
4,2,22,8,0,25.5,17,1,1,8
5,2,22,-5,-25,19.6666666666667,17,1,1,-5
6,2,22,31,9,13.5,17,0,1,31
7,2,22,-21,3,17,17,NA,1,-21
8,2,22,-18,-16,10.6666666666667,17,1,2,-16
9,2,22,1,-10,10.6666666666667,0.5,1,1,1
10,2,22,10,11,9.28571428571429,0.5,1,1,10
11,2,22,35,-15,9.375,0.5,1,1,35
12,2,22,-3,12,12.2222222222222,0.5,1,1,-3
13,2,22,2,-30,10.7,0.5,1,1,2
14,2,22,20,-13,9.90909090909091,0.5,1,1,20
15,2,22,-5,-16,10.75,0.5,1,1,-5
16,2,22,-9,-12,9.53846153846154,0.5,1,1,-9
17,2,22,-2,12,8.21428571428571,0.5,1,1,-2
18,2,22,4,-15,7.53333333333333,0.5,1,1,4
19,2,22,23,-21,7.3125,0.5,1,1,23
20,2,22,17,-20,8.23529411764706,0.5,1,1,17
21,2,22,-1,-18,8.72222222222222,0.5,1,1,-1
22,2,22,25,-20,8.21052631578947,0.5,1,1,25
23,2,22,-3,-6,9.05,0.5,1,1,-3
24,2,22,1,-13,8.47619047619048,0.5,1,1,1
25,2,22,-12,9,8.13636363636364,0.5,1,1,-12
1,2,23,17,-44,NA,NA,NA,1,17
2,2,23,7,0,17,NA,NA,1,7
3,2,23,19,-23,12,NA,NA,2,-23
4,2,23,-23,2,12,-23,1,1,-23
5,2,23,19,-8,0.333333333333334,-23,1,1,19
6,2,23,21,1,5,-23,1,1,21
7,2,23,-9,9,8.2,-23,1,1,-9
8,2,23,6,-1,5.33333333333333,-23,1,1,6
9,2,23,-1,-9,5.42857142857143,-23,1,1,-1
10,2,23,28,-17,4.625,-23,1,1,28
11,2,23,0,-8,7.22222222222222,-23,1,1,0
12,2,23,13,-14,6.5,-23,1,1,13
13,2,23,4,-13,7.09090909090909,-23,1,1,4
14,2,23,0,22,6.83333333333333,-23,1,1,0
15,2,23,-6,-12,6.30769230769231,-23,1,1,-6
16,2,23,-15,-15,5.42857142857143,-23,1,1,-15
17,2,23,-6,-33,4.06666666666667,-23,1,1,-6
18,2,23,20,-19,3.4375,-23,1,1,20
19,2,23,4,-5,4.41176470588235,-23,1,1,4
20,2,23,-14,0,4.38888888888889,-23,1,1,-14
21,2,23,6,-23,3.42105263157895,-23,1,1,6
22,2,23,26,7,3.55,-23,1,1,26
23,2,23,0,-16,4.61904761904762,-23,1,1,0
24,2,23,18,-18,4.40909090909091,-23,1,1,18
25,2,23,11,-13,5,-23,1,1,11
1,2,24,2,-23,NA,NA,NA,1,2
2,2,24,-3,11,2,NA,NA,1,-3
3,2,24,24,6,-0.5,NA,NA,2,6
4,2,24,-5,3,-0.5,6,1,2,3
5,2,24,11,-18,-0.5,4.5,1,2,-18
6,2,24,-9,-15,-0.5,-3,1,1,-9
7,2,24,26,-36,-3.33333333333333,-3,1,2,-36
8,2,24,10,-14,-3.33333333333333,-11.25,1,1,10
9,2,24,4,-17,0,-11.25,1,1,4
10,2,24,12,1,0.8,-11.25,1,1,12
11,2,24,18,-14,2.66666666666667,-11.25,1,1,18
12,2,24,31,2,4.85714285714286,-11.25,1,1,31
13,2,24,11,5,8.125,-11.25,1,1,11
14,2,24,-2,-21,8.44444444444445,-11.25,1,1,-2
15,2,24,23,-20,7.4,-11.25,1,1,23
16,2,24,23,-12,8.81818181818182,-11.25,1,1,23
17,2,24,0,-13,10,-11.25,1,1,0
18,2,24,7,-19,9.23076923076923,-11.25,1,1,7
19,2,24,21,24,9.07142857142857,-11.25,1,1,21
20,2,24,28,4,9.86666666666667,-11.25,1,1,28
21,2,24,-18,-12,11,-11.25,1,1,-18
22,2,24,-1,-18,9.29411764705882,-11.25,1,1,-1
23,2,24,21,-2,8.72222222222222,-11.25,1,1,21
24,2,24,22,-11,9.36842105263158,-11.25,1,1,22
25,2,24,14,-28,10,-11.25,1,1,14
1,2,25,29,15,NA,NA,NA,1,29
2,2,25,3,-26,29,NA,NA,2,-26
3,2,25,-7,-3,29,-26,1,1,-7
4,2,25,-21,2,11,-26,1,1,-21
5,2,25,-20,-4,0.333333333333334,-26,1,1,-20
6,2,25,6,5,-4.75,-26,1,1,6
7,2,25,31,9,-2.6,-26,1,1,31
8,2,25,-28,-18,3,-26,1,1,-28
9,2,25,-1,-11,-1.42857142857143,-26,1,1,-1
10,2,25,-8,9,-1.375,-26,1,1,-8
11,2,25,14,-9,-2.11111111111111,-26,1,1,14
12,2,25,-11,-7,-0.5,-26,1,1,-11
13,2,25,-7,8,-1.45454545454546,-26,1,1,-7
14,2,25,-1,3,-1.91666666666667,-26,1,1,-1
15,2,25,8,-26,-1.84615384615385,-26,1,1,8
16,2,25,18,4,-1.14285714285714,-26,1,1,18
17,2,25,-28,-17,0.133333333333334,-26,1,1,-28
18,2,25,11,4,-1.625,-26,1,1,11
19,2,25,-13,-14,-0.88235294117647,-26,1,1,-13
20,2,25,-14,-5,-1.55555555555555,-26,1,1,-14
21,2,25,-1,5,-2.21052631578947,-26,1,1,-1
22,2,25,27,-6,-2.15,-26,1,1,27
23,2,25,3,-9,-0.761904761904761,-26,1,1,3
24,2,25,10,17,-0.590909090909091,-26,1,1,10
25,2,25,0,-3,-0.130434782608696,-26,1,1,0
1,2,26,31,1,NA,NA,NA,2,1
2,2,26,15,-12,NA,1,NA,1,15
3,2,26,10,7,15,1,1,1,10
4,2,26,3,5,12.5,1,1,1,3
5,2,26,28,-5,9.33333333333333,1,1,1,28
6,2,26,17,-12,14,1,1,1,17
7,2,26,6,2,14.6,1,1,1,6
8,2,26,1,26,13.1666666666667,1,1,1,1
9,2,26,20,19,11.4285714285714,1,1,1,20
10,2,26,2,-20,12.5,1,1,1,2
11,2,26,5,-43,11.3333333333333,1,1,1,5
12,2,26,4,-5,10.7,1,1,1,4
13,2,26,11,-2,10.0909090909091,1,1,1,11
14,2,26,16,-3,10.1666666666667,1,1,1,16
15,2,26,-6,0,10.6153846153846,1,1,1,-6
16,2,26,-10,-28,9.42857142857143,1,1,1,-10
17,2,26,17,-10,8.13333333333333,1,1,1,17
18,2,26,14,7,8.6875,1,1,1,14
19,2,26,-10,-3,9,1,1,1,-10
20,2,26,-14,-1,7.94444444444445,1,1,1,-14
21,2,26,3,-34,6.78947368421053,1,1,1,3
22,2,26,-6,12,6.6,1,1,1,-6
23,2,26,5,-17,6,1,1,1,5
24,2,26,20,2,5.95454545454546,1,1,1,20
25,2,26,-23,-21,6.56521739130435,1,1,1,-23
1,2,27,7,-18,NA,NA,NA,2,-18
2,2,27,-13,-19,NA,-18,NA,2,-19
3,2,27,35,0,NA,-18.5,NA,1,35
4,2,27,3,-24,35,-18.5,1,1,3
5,2,27,-22,11,19,-18.5,1,1,-22
6,2,27,23,7,5.33333333333333,-18.5,1,1,23
7,2,27,18,-11,9.75,-18.5,1,1,18
8,2,27,3,-1,11.4,-18.5,1,1,3
9,2,27,-8,1,10,-18.5,1,1,-8
10,2,27,21,0,7.42857142857143,-18.5,1,1,21
11,2,27,-15,-32,9.125,-18.5,1,1,-15
12,2,27,-14,-3,6.44444444444445,-18.5,1,1,-14
13,2,27,2,-18,4.4,-18.5,1,1,2
14,2,27,12,-3,4.18181818181818,-18.5,1,1,12
15,2,27,18,-2,4.83333333333333,-18.5,1,1,18
16,2,27,10,-17,5.84615384615384,-18.5,1,1,10
17,2,27,9,-32,6.14285714285714,-18.5,1,1,9
18,2,27,-8,1,6.33333333333333,-18.5,1,1,-8
19,2,27,23,-19,5.4375,-18.5,1,1,23
20,2,27,3,-22,6.47058823529412,-18.5,1,1,3
21,2,27,-4,15,6.27777777777778,-18.5,1,1,-4
22,2,27,-7,19,5.73684210526316,-18.5,1,1,-7
23,2,27,20,-8,5.1,-18.5,1,1,20
24,2,27,-20,-6,5.80952380952381,-18.5,1,1,-20
25,2,27,-31,-5,4.63636363636364,-18.5,1,1,-31
1,2,28,29,-7,NA,NA,NA,1,29
2,2,28,3,-7,29,NA,NA,1,3
3,2,28,18,-17,16,NA,NA,1,18
4,2,28,11,11,16.6666666666667,NA,NA,1,11
5,2,28,16,1,15.25,NA,NA,1,16
6,2,28,-20,-3,15.4,NA,NA,2,-3
7,2,28,13,20,15.4,-3,1,1,13
8,2,28,15,-26,15,-3,1,1,15
9,2,28,-10,32,15,-3,1,1,-10
10,2,28,14,0,11.875,-3,1,1,14
11,2,28,8,-17,12.1111111111111,-3,1,1,8
12,2,28,31,18,11.7,-3,1,1,31
13,2,28,-14,30,13.4545454545455,-3,1,1,-14
14,2,28,13,2,11.1666666666667,-3,1,1,13
15,2,28,2,23,11.3076923076923,-3,1,1,2
16,2,28,7,17,10.6428571428571,-3,1,1,7
17,2,28,23,-22,10.4,-3,1,1,23
18,2,28,-10,-3,11.1875,-3,1,1,-10
19,2,28,-8,-11,9.94117647058824,-3,1,1,-8
20,2,28,-32,8,8.94444444444445,-3,1,1,-32
21,2,28,-2,-4,6.78947368421053,-3,1,1,-2
22,2,28,26,-25,6.35,-3,1,1,26
23,2,28,7,-22,7.28571428571429,-3,1,1,7
24,2,28,-9,6,7.27272727272727,-3,1,1,-9
25,2,28,9,-15,6.56521739130435,-3,1,1,9
1,2,29,13,-33,NA,NA,NA,1,13
2,2,29,9,1,13,NA,NA,1,9
3,2,29,-5,-35,11,NA,NA,2,-35
4,2,29,11,-23,11,-35,1,1,11
5,2,29,9,19,11,-35,1,1,9
6,2,29,17,17,10.5,-35,1,1,17
7,2,29,13,-21,11.8,-35,1,1,13
8,2,29,0,-10,12,-35,1,1,0
9,2,29,13,19,10.2857142857143,-35,1,1,13
10,2,29,23,2,10.625,-35,1,1,23
11,2,29,13,-10,12,-35,1,1,13
12,2,29,15,4,12.1,-35,1,1,15
13,2,29,25,-15,12.3636363636364,-35,1,1,25
14,2,29,-2,-17,13.4166666666667,-35,1,1,-2
15,2,29,15,-9,12.2307692307692,-35,1,1,15
16,2,29,-4,14,12.4285714285714,-35,1,1,-4
17,2,29,40,-25,11.3333333333333,-35,1,1,40
18,2,29,39,-9,13.125,-35,1,1,39
19,2,29,15,-16,14.6470588235294,-35,1,1,15
20,2,29,-21,-2,14.6666666666667,-35,1,1,-21
21,2,29,-1,-10,12.7894736842105,-35,1,1,-1
22,2,29,-12,-10,12.1,-35,1,1,-12
23,2,29,29,-6,10.952380952381,-35,1,1,29
24,2,29,3,4,11.7727272727273,-35,1,1,3
25,2,29,12,10,11.3913043478261,-35,1,1,12
1,2,30,-7,-1,NA,NA,NA,1,-7
2,2,30,46,-24,-7,NA,NA,2,-24
3,2,30,14,-18,-7,-24,1,1,14
4,2,30,7,-19,3.5,-24,1,1,7
5,2,30,-2,6,4.66666666666667,-24,1,1,-2
6,2,30,5,-13,3,-24,1,1,5
7,2,30,11,-14,3.4,-24,1,1,11
8,2,30,0,-14,4.66666666666667,-24,1,1,0
9,2,30,-12,-1,4,-24,1,1,-12
10,2,30,5,-19,2,-24,1,1,5
11,2,30,-11,-3,2.33333333333333,-24,1,1,-11
12,2,30,29,-15,1,-24,1,1,29
13,2,30,5,-19,3.54545454545455,-24,1,1,5
14,2,30,38,-15,3.66666666666667,-24,1,1,38
15,2,30,5,-8,6.30769230769231,-24,1,1,5
16,2,30,25,-35,6.21428571428571,-24,1,1,25
17,2,30,22,-17,7.46666666666667,-24,1,1,22
18,2,30,3,10,8.375,-24,1,1,3
19,2,30,-6,-3,8.05882352941176,-24,1,1,-6
20,2,30,13,10,7.27777777777778,-24,1,1,13
21,2,30,-4,-42,7.57894736842105,-24,1,1,-4
22,2,30,16,-13,7,-24,1,1,16
23,2,30,7,-16,7.42857142857143,-24,1,1,7
24,2,30,22,5,7.40909090909091,-24,1,1,22
25,2,30,19,-10,8.04347826086957,-24,1,1,19
1,2,31,9,-17,NA,NA,NA,1,9
2,2,31,7,-3,9,NA,NA,1,7
3,2,31,36,-17,8,NA,NA,1,36
4,2,31,16,-10,17.3333333333333,NA,NA,1,16
5,2,31,18,-14,17,NA,NA,2,-14
6,2,31,9,27,17,-14,1,1,9
7,2,31,-12,-40,15.4,-14,1,1,-12
8,2,31,21,-18,10.8333333333333,-14,1,1,21
9,2,31,10,-8,12.2857142857143,-14,1,1,10
10,2,31,-13,-4,12,-14,1,1,-13
11,2,31,-2,-11,9.22222222222222,-14,1,1,-2
12,2,31,24,-8,8.1,-14,1,1,24
13,2,31,16,15,9.54545454545454,-14,1,1,16
14,2,31,7,-11,10.0833333333333,-14,1,1,7
15,2,31,24,5,9.84615384615385,-14,1,1,24
16,2,31,-1,6,10.8571428571429,-14,1,1,-1
17,2,31,14,8,10.0666666666667,-14,1,1,14
18,2,31,13,-22,10.3125,-14,1,1,13
19,2,31,-13,7,10.4705882352941,-14,1,1,-13
20,2,31,22,7,9.16666666666667,-14,1,1,22
21,2,31,-3,6,9.84210526315789,-14,1,1,-3
22,2,31,9,17,9.2,-14,1,1,9
23,2,31,5,-11,9.19047619047619,-14,1,1,5
24,2,31,15,13,9,-14,1,1,15
25,2,31,15,-10,9.26086956521739,-14,1,1,15
1,2,32,4,-2,NA,NA,NA,2,-2
2,2,32,-1,-2,NA,-2,NA,1,-1
3,2,32,30,-31,-1,-2,1,1,30
4,2,32,22,11,14.5,-2,1,1,22
5,2,32,-12,-19,17,-2,1,1,-12
6,2,32,3,7,9.75,-2,1,1,3
7,2,32,0,4,8.4,-2,1,1,0
8,2,32,-1,-2,7,-2,1,1,-1
9,2,32,-11,0,5.85714285714286,-2,1,1,-11
10,2,32,11,-2,3.75,-2,1,1,11
11,2,32,46,-24,4.55555555555555,-2,1,1,46
12,2,32,-11,9,8.7,-2,1,1,-11
13,2,32,3,12,6.90909090909091,-2,1,1,3
14,2,32,34,-13,6.58333333333333,-2,1,1,34
15,2,32,18,-8,8.69230769230769,-2,1,1,18
16,2,32,-24,-19,9.35714285714286,-2,1,1,-24
17,2,32,-10,-12,7.13333333333333,-2,1,1,-10
18,2,32,27,0,6.0625,-2,1,1,27
19,2,32,14,-1,7.29411764705882,-2,1,1,14
20,2,32,-4,6,7.66666666666667,-2,1,1,-4
21,2,32,9,3,7.05263157894737,-2,1,1,9
22,2,32,-30,7,7.15,-2,1,1,-30
23,2,32,8,-1,5.38095238095238,-2,1,1,8
24,2,32,-13,13,5.5,-2,1,1,-13
25,2,32,32,-23,4.69565217391304,-2,1,1,32
1,2,33,-6,-17,NA,NA,NA,2,-17
2,2,33,-9,-19,NA,-17,NA,1,-9
3,2,33,5,-5,-9,-17,1,1,5
4,2,33,20,6,-2,-17,1,1,20
5,2,33,14,-5,5.33333333333333,-17,1,1,14
6,2,33,-2,0,7.5,-17,1,1,-2
7,2,33,27,-5,5.6,-17,1,1,27
8,2,33,15,-13,9.16666666666667,-17,1,1,15
9,2,33,46,-25,10,-17,1,1,46
10,2,33,21,6,14.5,-17,1,1,21
11,2,33,4,-3,15.2222222222222,-17,1,1,4
12,2,33,22,-13,14.1,-17,1,1,22
13,2,33,22,-2,14.8181818181818,-17,1,1,22
14,2,33,-3,-8,15.4166666666667,-17,1,1,-3
15,2,33,-1,-9,14,-17,1,1,-1
16,2,33,25,-1,12.9285714285714,-17,1,1,25
17,2,33,19,-14,13.7333333333333,-17,1,1,19
18,2,33,-24,9,14.0625,-17,1,1,-24
19,2,33,-8,-7,11.8235294117647,-17,1,1,-8
20,2,33,3,-24,10.7222222222222,-17,1,1,3
21,2,33,-1,16,10.3157894736842,-17,1,1,-1
22,2,33,9,-11,9.75,-17,1,1,9
23,2,33,-7,-12,9.71428571428571,-17,1,1,-7
24,2,33,20,-9,8.95454545454546,-17,1,1,20
25,2,33,4,-4,9.43478260869565,-17,1,1,4
1,2,34,0,14,NA,NA,NA,2,14
2,2,34,5,-16,NA,14,NA,1,5
3,2,34,12,-8,5,14,1,2,-8
4,2,34,-6,-22,5,3,1,1,-6
5,2,34,1,-27,-0.5,3,0,1,1
6,2,34,8,-25,0,3,1,2,-25
7,2,34,17,11,0,-6.33333333333333,1,1,17
8,2,34,-15,-1,4.25,-6.33333333333333,1,1,-15
9,2,34,-1,7,0.4,-6.33333333333333,1,1,-1
10,2,34,-9,12,0.166666666666667,-6.33333333333333,0,2,12
11,2,34,-26,-4,0.166666666666667,-1.75,1,1,-26
12,2,34,10,13,-3.57142857142857,-1.75,0,1,10
13,2,34,-2,10,-1.875,-1.75,1,2,10
14,2,34,21,8,-1.875,0.6,0,1,21
15,2,34,1,-15,0.666666666666666,0.6,0,2,-15
16,2,34,-34,-3,0.666666666666666,-2,0,2,-3
17,2,34,26,-19,0.666666666666666,-2.14285714285714,0,2,-19
18,2,34,22,19,0.666666666666666,-4.25,1,1,22
19,2,34,13,-19,2.8,-4.25,1,1,13
20,2,34,30,-10,3.72727272727273,-4.25,1,1,30
21,2,34,-29,-25,5.91666666666667,-4.25,1,1,-29
22,2,34,-8,1,3.23076923076923,-4.25,1,1,-8
23,2,34,19,8,2.42857142857143,-4.25,1,1,19
24,2,34,10,-18,3.53333333333333,-4.25,1,1,10
25,2,34,10,7,3.9375,-4.25,1,1,10
1,2,35,-5,2,NA,NA,NA,2,2
2,2,35,31,1,NA,2,NA,1,31
3,2,35,-1,31,31,2,1,1,-1
4,2,35,19,-4,15,2,1,1,19
5,2,35,-11,10,16.3333333333333,2,1,1,-11
6,2,35,32,-25,9.5,2,1,1,32
7,2,35,8,-9,14,2,1,1,8
8,2,35,-1,-4,13,2,1,1,-1
9,2,35,-3,-1,11,2,1,1,-3
10,2,35,4,-17,9.25,2,1,1,4
11,2,35,27,20,8.66666666666667,2,1,1,27
12,2,35,-22,-30,10.5,2,1,1,-22
13,2,35,-14,6,7.54545454545454,2,1,1,-14
14,2,35,-7,-43,5.75,2,1,1,-7
15,2,35,-3,6,4.76923076923077,2,1,1,-3
16,2,35,11,-4,4.21428571428571,2,0,2,-4
17,2,35,24,6,4.21428571428571,-1,1,1,24
18,2,35,-7,0,5.53333333333333,-1,1,1,-7
19,2,35,-4,22,4.75,-1,1,1,-4
20,2,35,1,-12,4.23529411764706,-1,1,1,1
21,2,35,20,14,4.05555555555555,-1,1,1,20
22,2,35,0,-22,4.89473684210526,-1,1,1,0
23,2,35,-12,-11,4.65,-1,1,1,-12
24,2,35,22,-17,3.85714285714286,-1,0,2,-17
25,2,35,27,-7,3.85714285714286,-6.33333333333333,1,1,27
1,2,36,-2,-16,NA,NA,NA,1,-2
2,2,36,34,-30,-2,NA,NA,1,34
3,2,36,-5,11,16,NA,NA,2,11
4,2,36,0,12,16,11,1,1,0
5,2,36,-6,-14,10.6666666666667,11,1,2,-14
6,2,36,-33,-7,10.6666666666667,-1.5,1,1,-33
7,2,36,3,-5,-0.25,-1.5,1,1,3
8,2,36,18,-21,0.400000000000001,-1.5,1,1,18
9,2,36,-18,-23,3.33333333333333,-1.5,1,1,-18
10,2,36,24,-11,0.285714285714287,-1.5,0,2,-11
11,2,36,-25,-28,0.285714285714287,-4.66666666666667,1,1,-25
12,2,36,16,-29,-2.875,-4.66666666666667,0,2,-29
13,2,36,18,-20,-2.875,-10.75,1,1,18
14,2,36,28,-5,-0.555555555555554,-10.75,1,1,28
15,2,36,20,-22,2.3,-10.75,1,1,20
16,2,36,-2,10,3.90909090909091,-10.75,1,1,-2
17,2,36,30,1,3.41666666666667,-10.75,1,1,30
18,2,36,-5,4,5.46153846153846,-10.75,1,1,-5
19,2,36,-12,-19,4.71428571428571,-10.75,1,1,-12
20,2,36,29,-13,3.6,-10.75,1,1,29
21,2,36,-20,2,5.1875,-10.75,1,1,-20
22,2,36,19,-12,3.70588235294118,-10.75,1,1,19
23,2,36,14,15,4.55555555555555,-10.75,1,1,14
24,2,36,2,-4,5.05263157894737,-10.75,1,1,2
25,2,36,-13,-15,4.9,-10.75,1,1,-13
1,2,37,-4,-6,NA,NA,NA,2,-6
2,2,37,4,-9,NA,-6,NA,1,4
3,2,37,2,-15,4,-6,1,1,2
4,2,37,-7,0,3,-6,1,1,-7
5,2,37,2,5,-0.333333333333334,-6,1,1,2
6,2,37,-20,22,0.25,-6,1,1,-20
7,2,37,-11,-7,-3.8,-6,0,2,-7
8,2,37,-18,-14,-3.8,-6.5,1,1,-18
9,2,37,12,2,-6.16666666666667,-6.5,1,1,12
10,2,37,0,-1,-3.57142857142857,-6.5,1,1,0
11,2,37,3,5,-3.125,-6.5,1,1,3
12,2,37,-15,-21,-2.44444444444444,-6.5,1,1,-15
13,2,37,-7,4,-3.7,-6.5,1,1,-7
14,2,37,5,9,-4,-6.5,1,1,5
15,2,37,-20,-13,-3.25,-6.5,1,1,-20
16,2,37,16,-13,-4.53846153846154,-6.5,1,1,16
17,2,37,-21,-14,-3.07142857142857,-6.5,1,1,-21
18,2,37,25,1,-4.26666666666667,-6.5,1,1,25
19,2,37,22,-26,-2.4375,-6.5,1,1,22
20,2,37,-6,-5,-1,-6.5,1,1,-6
21,2,37,-4,4,-1.27777777777778,-6.5,1,1,-4
22,2,37,16,-14,-1.42105263157895,-6.5,0,2,-14
23,2,37,8,11,-1.42105263157895,-9,1,1,8
24,2,37,-3,15,-0.95,-9,0,2,15
25,2,37,31,11,-0.95,-3,0,2,11
1,2,38,1,8,NA,NA,NA,2,8
2,2,38,-4,5,NA,8,NA,2,5
3,2,38,17,-4,NA,6.5,NA,1,17
4,2,38,-6,-8,17,6.5,1,1,-6
5,2,38,34,-17,5.5,6.5,1,2,-17
6,2,38,4,-35,5.5,-1.33333333333333,1,1,4
7,2,38,-11,6,5,-1.33333333333333,1,1,-11
8,2,38,2,-9,1,-1.33333333333333,0,2,-9
9,2,38,12,-19,1,-3.25,1,1,12
10,2,38,-13,-8,3.2,-3.25,1,1,-13
11,2,38,-14,-25,0.5,-3.25,1,1,-14
12,2,38,-6,-2,-1.57142857142857,-3.25,0,2,-2
13,2,38,5,-9,-1.57142857142857,-3,1,1,5
14,2,38,-9,-12,-0.75,-3,1,1,-9
15,2,38,9,0,-1.66666666666667,-3,0,2,0
16,2,38,40,-23,-1.66666666666667,-2.5,0,2,-23
17,2,38,23,-2,-1.66666666666667,-5.42857142857143,1,1,23
18,2,38,-16,7,0.799999999999999,-5.42857142857143,1,1,-16
19,2,38,10,-18,-0.727272727272728,-5.42857142857143,1,1,10
20,2,38,-12,-19,0.166666666666667,-5.42857142857143,1,1,-12
21,2,38,-3,-6,-0.769230769230768,-5.42857142857143,1,1,-3
22,2,38,1,-10,-0.928571428571429,-5.42857142857143,1,1,1
23,2,38,8,12,-0.8,-5.42857142857143,1,1,8
24,2,38,29,-10,-0.25,-5.42857142857143,1,1,29
25,2,38,-11,3,1.47058823529412,-5.42857142857143,1,1,-11
1,2,39,27,-32,NA,NA,NA,2,-32
2,2,39,1,-15,NA,-32,NA,1,1
3,2,39,6,14,1,-32,1,1,6
4,2,39,-17,-10,3.5,-32,1,1,-17
5,2,39,-7,14,-3.33333333333333,-32,1,1,-7
6,2,39,-3,-44,-4.25,-32,1,1,-3
7,2,39,-1,17,-4,-32,1,1,-1
8,2,39,-14,-23,-3.5,-32,1,1,-14
9,2,39,4,6,-5,-32,1,1,4
10,2,39,-6,-13,-3.875,-32,1,1,-6
11,2,39,-1,-19,-4.11111111111111,-32,1,1,-1
12,2,39,-5,-13,-3.8,-32,1,1,-5
13,2,39,18,-19,-3.90909090909091,-32,1,1,18
14,2,39,-21,-3,-2.08333333333333,-32,1,1,-21
15,2,39,16,-9,-3.53846153846154,-32,1,1,16
16,2,39,13,-4,-2.14285714285714,-32,1,1,13
17,2,39,-5,-22,-1.13333333333333,-32,1,1,-5
18,2,39,-3,-1,-1.375,-32,1,1,-3
19,2,39,16,-5,-1.47058823529412,-32,1,1,16
20,2,39,13,-15,-0.5,-32,1,1,13
21,2,39,-8,26,0.210526315789474,-32,1,1,-8
22,2,39,23,16,-0.2,-32,1,1,23
23,2,39,-9,21,0.904761904761904,-32,1,1,-9
24,2,39,4,-18,0.454545454545455,-32,1,1,4
25,2,39,12,6,0.608695652173913,-32,1,1,12
1,2,40,-7,-6,NA,NA,NA,1,-7
2,2,40,20,-1,-7,NA,NA,1,20
3,2,40,12,-7,6.5,NA,NA,1,12
4,2,40,-1,-5,8.33333333333333,NA,NA,1,-1
5,2,40,15,-13,6,NA,NA,2,-13
6,2,40,-3,7,6,-13,1,1,-3
7,2,40,-6,-1,4.2,-13,1,1,-6
8,2,40,-15,-7,2.5,-13,1,1,-15
9,2,40,-10,10,0,-13,1,1,-10
10,2,40,16,-9,-1.25,-13,1,1,16
11,2,40,7,12,0.666666666666666,-13,1,1,7
12,2,40,2,4,1.3,-13,1,1,2
13,2,40,19,-3,1.36363636363636,-13,1,1,19
14,2,40,-14,4,2.83333333333333,-13,1,1,-14
15,2,40,20,24,1.53846153846154,-13,1,1,20
16,2,40,31,10,2.85714285714286,-13,1,1,31
17,2,40,18,-12,4.73333333333333,-13,1,1,18
18,2,40,-5,-1,5.5625,-13,1,1,-5
19,2,40,-8,-23,4.94117647058824,-13,1,1,-8
20,2,40,7,-15,4.22222222222222,-13,1,1,7
21,2,40,-26,3,4.36842105263158,-13,1,1,-26
22,2,40,29,12,2.85,-13,1,1,29
23,2,40,23,-30,4.0952380952381,-13,1,1,23
24,2,40,24,-14,4.95454545454546,-13,1,1,24
25,2,40,8,12,5.78260869565217,-13,1,1,8
1,2,41,0,-15,NA,NA,NA,1,0
2,2,41,19,11,0,NA,NA,2,11
3,2,41,-26,-10,0,11,1,2,-10
4,2,41,25,11,0,0.5,1,2,11
5,2,41,1,-8,0,4,1,2,-8
6,2,41,-5,13,0,1,1,2,13
7,2,41,-1,-11,0,3.4,1,2,-11
8,2,41,26,-4,0,1,1,2,-4
9,2,41,0,-4,0,0.285714285714285,1,2,-4
10,2,41,-5,-4,0,-0.25,1,1,-5
11,2,41,3,-14,-2.5,-0.25,1,2,-14
12,2,41,5,-24,-2.5,-1.77777777777778,1,2,-24
13,2,41,-4,-1,-2.5,-4,1,1,-4
14,2,41,-15,-10,-3,-4,1,1,-15
15,2,41,14,-16,-6,-4,1,2,-16
16,2,41,10,1,-6,-5.09090909090909,1,2,1
17,2,41,16,3,-6,-4.58333333333333,0,1,16
18,2,41,45,-2,-1.6,-4.58333333333333,1,1,45
19,2,41,-16,3,6.16666666666667,-4.58333333333333,1,1,-16
20,2,41,-15,-25,3,-4.58333333333333,1,1,-15
21,2,41,6,-37,0.75,-4.58333333333333,1,1,6
22,2,41,35,-5,1.33333333333333,-4.58333333333333,1,1,35
23,2,41,11,7,4.7,-4.58333333333333,1,1,11
24,2,41,-1,-6,5.27272727272727,-4.58333333333333,1,1,-1
25,2,41,-33,2,4.75,-4.58333333333333,1,1,-33
1,2,42,34,1,NA,NA,NA,1,34
2,2,42,22,5,34,NA,NA,2,5
3,2,42,-16,-12,34,5,1,1,-16
4,2,42,1,-36,9,5,1,1,1
5,2,42,20,8,6.33333333333333,5,1,1,20
6,2,42,17,13,9.75,5,1,1,17
7,2,42,15,-7,11.2,5,1,1,15
8,2,42,-20,14,11.8333333333333,5,1,1,-20
9,2,42,5,-26,7.28571428571429,5,1,1,5
10,2,42,-15,-4,7,5,1,1,-15
